tweet,sentiment
"brothers film premiere tonight, sunderland away saturday and jon richardson sunday - should be a good few days!",positive
friday nights are all about mob wives in my house. respect!,positive
"devil inside , the exorcisism of emily rose , wrong turn 4 , see no evil with kane and friday the 13th.",neutral
8am in uk then 4am here in the philippines but the same date. nov/3/2012,neutral
at least they got to the big show. hope feb 3rd is a good day for the packers.,positive
"ohh wooow, it's pretty asl (thnx google) . we in it. haha. anywhoo i'm going to sleep. we gotta chill soon, or sunday. :p",positive
in the los angeles area on nov. 30th- december 1st 2012? this is a red carpet event that you do not want to miss!,positive
i may just have to move the numbers game to fb cuz 140 characters aren't enough for the ones that sent numbers lol,negative
oh god can abc be more obvious? they keep touting taylor as 1st female to win eoty 3x in commercials. give it away much? vomiting.,negative
they call me tim tebow in the 4th quarter.,neutral
aw thanks sam ! i miss you too much. & tomorrow you better text me. i have a lot to tell ya .,positive
"now that you have looked at my avi, come to breast cancer awareness event hosted by dreamteam. thursday at 7 in b117 wells.",neutral
"john 3:16 meaning: 3rd and 16th letters are c and p, for child porn, and the guy's name is john. he's recruiting at the game.",negative
everton are the 2nd highest users of the long ball this season. wilshere has time and a selling club on his side.,neutral
friday find-a-friend: <3 <3 <3 is all sam the labrador does and <3 <3 <3 is all he asks for in return.,neutral
"champs heat, mvp lebron, coach of the year doc rivers, rook of the year damian lillard, 6th man ginobili, most improved lamar odom",positive
"demba ba is rated as '50-50' to make newcastle's trip to liverpool on sunday, with the striker nursing a calf injury.",neutral
"urban wants braxton to train with tim tebow in the off season!! i say yes! may not be a good qb, but the dude is smart & works hard",positive
have a great tour georgia! so sad that you won't be in youngstown for a 2nd year in a row & i won't get to see you guys :(,negative
you'll be at lakers vs clippers game tmw ?? i'll be there... 1st live nba game for this german girl... woo hoo...,positive
"why won't nbc, cbs, abc and cnn cover the breaking news in the benghazi story? information came out last tuesday,...",negative
"nor bond nor oath is set to further, than this one. may the skill of men, elves, wizards, and free folk go with you.",neutral
you and matt and alex. (: no school thurs or fri.,positive
some random man just sat next to me on the bus and told me i had skin cancer. wtf?! good old oldham!!,negative
emile heskey causing a newcastle stir - check out 1st his overhead kick and 2nd the heskey cam,neutral
"i know most of us fans hate him, but would we take torres back for 10 million to play with suarez up front in january ??",negative
bobcats open tomorrow night avaunt the pacers,neutral
is anybody going to tob on saturday?,neutral
oh you will.... unfortunately i may have to toss a few to matt... he did my homework,negative
"so happy, just saw an advert on comedy central and they're doing the themed friends marathon thing on sunday from 8 again yayayayay",positive
i may come up with a thousand excuses but i'm dragging my ass to camp tom!,negative
""" : i just realized that today is my 17th anniversary at wizards."" ....... don't show up to work on friday, see what happens.",neutral
that's what the hot texas sun does to your legs.,neutral
"watch the ranked gator swim team take on sec opponent texas a friday, november 2, at 4 pm.",neutral
german oral exam on the monday i go back to school and then on the thursday i have a maths algebra gcse kill me now,negative
"oh goodness, rick santorum will be in town tomorrow to kick off early voting. north carolina, a gentle reminder, you're better than this.",negative
"cbb, may just starve till she gets in.",neutral
"yes it is a song partly about hillsborough, my point is it was aimed towards suarez on sunday",neutral
tomorrow is national awareness day. wear orange so i know it real.,neutral
"premier league, championship & fa cup action this weekend. i've spent the last couple hours putting a treble together! will post tomorrow!",neutral
"and just as an fyi, wife has tons of real books, i have 5, 2 levin 1 o'reilly 1 hannity 1 from drew brees, yours will be my 6th",neutral
november 1st 2003: manchester united vs portsmouth. cristiano ronaldo scores his first goal for at the age of 18 yrs - 269 days old.,neutral
watching it 4 the 2nd time 3shan (watching the devil inside),neutral
looking forward to this concert in vancouver on december 15th...hope to see you all there! love that city!,positive
wow there's two just put the previews on itunes already they'll all be leaked by monday,negative
i feel like a kid waiting for christmas when it comes to bike parts i want. please kenda release your honey badger soon.,neutral
lol i have to decide between going on a date saturday or lsu vs bama game...hahahaha this is easy geaux tigers,positive
when is uva just gonna cancel classes for tomorrow already? jesus,negative
meet the stars of the dream factory and win movie tix and sugar bowl lift tix tomorrow at sb presidio at 5pm!,positive
bold prediction! i think tim howard is gonna get the hattie tomorrow. 3 long range effort goals,neutral
oh wow! did you just trade elvis? i'm just saying may not like you! :),negative
tumblr keeps eating my messages. something came up tho sobs. ;__; i'll tell everything tomorrow/tonight. i love you lots ;;,negative
c'mon big ben! you'll never get another ring if you keep throwing pick sixes all the time!,negative
im moving to california on the 16th,neutral
mao's cult may have no place in china's future: as tension increased on the border with india in the early 1960'...,negative
the spanish national manager vicente del bosque believes sunday's el clasico set the perfect example:,positive
"drake, lil wayne, dr dre, wiz, mac, all dem haters gonna be jealous of our tweets in the sun rise motha fuckas",negative
"new orleans saints live updates from joe vitt, drew brees press conferences: vitt, brees talk about monday night...",neutral
"tomorrow : the red devils are going to meet the gunners , manchester united against arsenal , 8:45pm live on espn & espn hd .",neutral
"""watched one of my fave 2011 movies for the 3rd time.never fails to make me giggle while making me cry and touch my heart.""-makoy gamboa, fb",positive
"this ""heat fan"" asked me "" did y'all know ray allen plays for the heat. i was watching the game tuesday and i was like what? -.-",neutral
